fecha,sede_id,ciudad,departamento,macrozona,fase_campania,festival_abierto_flag,fin_de_semana_flag,lluvia_flag,promocion_activa_flag,inversion_publicitaria_soles,vistas_video_miles,entradas_vendidas,ventas_soles
2026-04-11,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,1,0,0,362.6,4.45,251,8971.44
2026-04-11,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,1,0,0,318.49,7.0,328,11733.58
2026-04-11,SED-06,Cusco,Cusco,Sierra,Antes del video,1,1,0,0,245.13,7.53,339,12113.34
2026-04-11,SED-07,Puno,Puno,Sierra,Antes del video,1,1,0,0,262.94,3.5,200,7220.64
2026-04-11,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,1,1,0,0,148.31,5.06,173,6130.1
2026-04-11,SED-09,Huancayo,Junín,Sierra,Antes del video,0,1,1,0,234.43,1.35,23,834.28
2026-04-11,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,1,0,0,303.51,7.69,18,639.31
2026-04-11,SED-11,Iquitos,Loreto,Selva,Antes del video,0,1,1,0,290.29,7.79,16,540.23
2026-04-11,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,1,0,0,307.87,7.16,13,468.79
2026-04-12,SED-01,Lima,Lima,Costa,Antes del video,1,1,0,0,419.36,10.67,717,24944.2
2026-04-12,SED-02,Piura,Piura,Costa,Antes del video,1,1,0,0,245.14,1.74,282,10106.1
2026-04-12,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,1,0,0,131.23,3.98,279,9795.27
2026-04-12,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,1,0,0,300.79,5.85,211,7728.45
2026-04-12,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,1,1,0,28.69,0.2,249,8574.38
2026-04-12,SED-06,Cusco,Cusco,Sierra,Antes del video,1,1,0,0,283.53,10.39,328,11245.19
2026-04-12,SED-07,Puno,Puno,Sierra,Antes del video,1,1,0,0,257.77,1.68,208,7481.7
2026-04-12,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,1,1,1,0,286.48,2.36,161,5766.26
2026-04-12,SED-09,Huancayo,Junín,Sierra,Antes del video,0,1,0,0,341.68,4.04,24,887.16
2026-04-12,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,1,1,0,194.96,2.36,15,520.78
2026-04-12,SED-11,Iquitos,Loreto,Selva,Antes del video,0,1,1,0,176.51,1.29,17,605.1
2026-04-12,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,1,1,0,223.49,2.76,17,634.9
2026-04-13,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,400.78,8.42,366,12729.16
2026-04-13,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,238.71,6.48,200,7190.39
2026-04-13,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,333.96,1.75,176,6236.04
2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,119.38,4.41,159,5630.75
2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,1,0,337.08,4.06,184,6499.3
2026-04-13,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,1,0,293.55,10.26,163,5785.81
2026-04-13,SED-07,Puno,Puno,Sierra,Antes del video,1,0,0,0,105.62,4.02,134,4758.75
2026-04-13,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,1,0,0,0,87.75,5.29,114,3948.86
2026-04-13,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,256.58,5.06,15,509.97
2026-04-13,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,0,0,356.86,5.09,12,447.32
2026-04-13,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,103.27,0.55,11,402.84
2026-04-13,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,164.11,1.59,10,344.83
2026-04-14,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,254.54,9.85,342,12593.4
2026-04-14,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,355.26,9.19,185,6526.53
2026-04-14,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,378.28,6.81,210,7422.14
2026-04-14,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,1,0,345.15,6.58,120,4371.81
2026-04-14,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,199.84,1.75,204,7186.18
2026-04-14,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,0,0,371.12,9.44,266,10079.34
2026-04-14,SED-07,Puno,Puno,Sierra,Antes del video,1,0,0,0,146.41,0.2,145,5117.89
2026-04-14,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,1,0,0,0,177.48,1.27,142,5018.63
2026-04-14,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,83.06,2.43,13,452.51
2026-04-14,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,254.84,4.88,9,313.73
2026-04-14,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,230.02,6.06,11,395.03
2026-04-14,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,44.62,3.55,12,419.44
2026-04-15,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,871.99,18.77,412,15108.17
2026-04-15,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,712.67,14.08,230,7786.49
2026-04-15,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,772.16,14.43,284,9700.28
2026-04-15,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,713.54,14.48,173,5980.39
2026-04-15,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,849.72,18.26,291,9902.75
2026-04-15,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,676.89,23.23,275,9847.84
2026-04-15,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,1,707.81,14.66,151,5172.8
2026-04-15,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,1,1,735.55,21.31,145,4938.82
2026-04-15,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,648.25,14.92,181,6586.78
2026-04-15,SED-10,Tarapoto,San Martín,Selva,Después del video,0,0,1,0,559.28,19.37,13,458.74
2026-04-15,SED-11,Iquitos,Loreto,Selva,Después del video,0,0,0,0,644.89,17.31,12,416.09
2026-04-15,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,1,748.69,18.64,12,404.52
2026-04-16,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,969.25,24.79,516,18507.08
2026-04-16,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,739.39,19.3,193,6836.68
2026-04-16,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,815.27,20.06,278,9272.4
2026-04-16,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,930.28,19.89,146,5225.08
2026-04-16,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,779.85,17.44,216,7750.19
2026-04-16,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,1,1,663.41,20.86,258,8735.96
2026-04-16,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,1,738.41,19.86,203,6931.65
2026-04-16,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,1,0,841.46,13.75,126,4436.3
2026-04-16,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,702.84,17.75,170,6443.78
2026-04-16,SED-10,Tarapoto,San Martín,Selva,Después del video,0,0,1,0,663.89,19.19,10,365.62
2026-04-16,SED-11,Iquitos,Loreto,Selva,Después del video,0,0,1,1,714.05,14.83,14,470.02
2026-04-16,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,0,690.77,15.85,11,379.78
2026-04-17,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,916.4,22.72,507,16782.92
2026-04-17,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,750.13,16.98,170,5963.78
2026-04-17,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,541.76,17.24,245,8823.4
2026-04-17,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,764.9,20.49,176,6259.06
2026-04-17,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,653.64,16.44,203,6560.06
2026-04-17,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,809.75,22.67,239,8078.43
2026-04-17,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,0,963.99,17.51,184,6557.23
2026-04-17,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,1,0,618.09,13.87,112,3992.63
2026-04-17,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,1,617.04,18.89,197,6539.28
2026-04-17,SED-10,Tarapoto,San Martín,Selva,Después del video,0,0,1,0,529.34,16.65,11,379.19
2026-04-17,SED-11,Iquitos,Loreto,Selva,Después del video,0,0,0,1,786.49,16.71,19,632.13
2026-04-17,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,0,1,821.93,19.54,16,517.07
2026-04-18,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,730.54,20.24,599,20538.55
2026-04-18,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,735.17,18.5,319,11283.8
2026-04-18,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,833.44,20.05,348,11097.15
2026-04-18,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,740.73,12.1,239,7729.9
2026-04-18,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,0,1,658.97,17.04,436,14784.87
2026-04-18,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,0,1,573.72,18.98,310,10469.0
2026-04-18,SED-07,Puno,Puno,Sierra,Después del video,1,1,0,1,560.58,14.55,300,10162.29
2026-04-18,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,0,1,498.43,11.13,195,6691.74
2026-04-18,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,0,1,500.09,16.37,230,7640.93
2026-04-18,SED-10,Tarapoto,San Martín,Selva,Después del video,0,1,0,1,940.02,17.73,23,754.12
2026-04-18,SED-11,Iquitos,Loreto,Selva,Después del video,0,1,1,1,884.76,19.99,22,753.44
2026-04-18,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,1,1,1,740.47,17.51,19,642.22
2026-04-19,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,860.39,23.49,725,24795.88
2026-04-19,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,655.88,17.55,323,11040.14
2026-04-19,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,924.58,13.36,275,9396.86
2026-04-19,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,628.58,17.11,284,9621.99
2026-04-19,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,1,1,758.85,19.44,347,11776.7
2026-04-19,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,0,1,962.64,27.46,463,15552.09
2026-04-19,SED-07,Puno,Puno,Sierra,Después del video,1,1,0,1,864.24,14.71,178,5895.17
2026-04-19,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,0,1,717.82,16.27,221,7645.99
2026-04-19,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,1,1,676.01,20.55,248,8372.08
2026-04-19,SED-10,Tarapoto,San Martín,Selva,Después del video,0,1,0,1,685.84,20.84,22,728.93
2026-04-19,SED-11,Iquitos,Loreto,Selva,Después del video,0,1,1,1,515.19,15.29,19,620.21
2026-04-19,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,1,1,1,993.79,20.42,18,600.18
2026-04-20,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,914.93,24.55,410,14241.31
2026-04-20,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,635.93,12.7,170,6031.85
2026-04-20,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,770.82,13.74,228,7836.46
2026-04-20,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,662.44,14.59,162,5765.54
2026-04-20,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,1,0,716.72,21.07,153,5688.53
2026-04-20,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,553.58,22.11,283,9451.6
2026-04-20,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,1,727.18,16.15,179,6020.2
2026-04-20,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,837.3,16.06,115,4059.71
2026-04-20,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,673.08,10.28,155,5554.41
2026-04-20,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,0,739.92,15.74,136,4759.98
2026-04-20,SED-11,Iquitos,Loreto,Selva,Después del video,0,0,1,0,681.81,14.53,12,404.98
2026-04-20,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,0,586.02,17.76,12,428.67
2026-04-21,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,698.51,20.26,431,14258.19
2026-04-21,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,615.89,16.64,245,8807.22
2026-04-21,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,801.69,19.34,216,7755.82
2026-04-21,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,1,587.12,14.88,223,7341.17
2026-04-21,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,1,0,742.37,15.87,186,6708.96
2026-04-21,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,618.26,23.18,224,7788.19
2026-04-21,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,1,715.59,14.98,126,4081.17
2026-04-21,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,561.74,17.93,118,4025.7
2026-04-21,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,1,0,706.3,20.81,119,4156.86
2026-04-21,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,611.31,15.22,92,3180.5
2026-04-21,SED-11,Iquitos,Loreto,Selva,Después del video,0,0,1,0,750.7,15.56,12,434.49
2026-04-21,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,0,629.89,18.4,14,490.47
2026-04-22,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,888.93,25.78,314,11080.7
2026-04-22,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,764.3,15.63,252,8297.87
2026-04-22,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,489.34,19.48,179,6420.18
2026-04-22,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,672.48,19.03,178,6354.01
2026-04-22,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,865.08,19.16,219,7904.86
2026-04-22,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,657.06,23.65,227,8364.01
2026-04-22,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,0,663.06,16.66,139,5009.79
2026-04-22,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,665.12,14.95,157,5269.66
2026-04-22,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,941.48,20.77,154,5357.56
2026-04-22,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,0,735.02,16.27,148,5191.44
2026-04-22,SED-11,Iquitos,Loreto,Selva,Después del video,0,0,1,1,729.44,22.38,14,467.2
2026-04-22,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,1,742.1,18.1,12,388.3
2026-04-23,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,915.22,25.76,450,14402.66
2026-04-23,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,719.38,16.76,228,7711.56
2026-04-23,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,651.88,13.06,197,7103.29
2026-04-23,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,715.67,15.15,138,5020.38
2026-04-23,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,919.92,22.17,233,8422.38
2026-04-23,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,812.14,21.79,272,9514.68
2026-04-23,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,559.0,16.41,140,5062.08
2026-04-23,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,565.22,19.22,148,5068.01
2026-04-23,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,1,631.74,13.9,203,6435.01
2026-04-23,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,610.88,15.03,96,3317.36
2026-04-23,SED-11,Iquitos,Loreto,Selva,Después del video,0,0,1,0,678.55,18.88,13,475.42
2026-04-23,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,0,577.39,14.18,12,441.34
2026-04-24,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,891.55,19.97,408,14343.56
2026-04-24,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,708.66,23.61,221,7293.69
2026-04-24,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,664.17,14.53,240,8100.2
2026-04-24,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,1,0,757.46,15.83,142,5201.69
2026-04-24,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,925.0,18.65,275,9072.8
2026-04-24,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,547.03,17.49,285,9691.07
2026-04-24,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,1,880.93,17.87,135,4566.44
2026-04-24,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,1,0,481.73,16.26,96,3331.3
2026-04-24,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,1,1,499.76,18.4,144,4723.54
2026-04-24,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,1,705.74,18.68,144,5015.7
2026-04-24,SED-11,Iquitos,Loreto,Selva,Después del video,0,0,0,1,743.57,19.19,16,525.33
2026-04-24,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,0,675.13,16.41,10,369.22
2026-04-25,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,835.29,20.25,599,19882.64
2026-04-25,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,738.72,16.8,328,11110.46
2026-04-25,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,754.47,15.9,367,12526.65
2026-04-25,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,0,1,584.84,18.1,240,7780.7
2026-04-25,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,1,1,670.28,15.7,410,13272.89
2026-04-25,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,0,1,790.58,19.14,367,12235.58
2026-04-25,SED-07,Puno,Puno,Sierra,Después del video,1,1,1,1,829.32,21.89,216,7191.87
2026-04-25,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,1,1,663.78,16.63,215,7169.29
2026-04-25,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,0,1,580.71,16.36,242,8549.79
2026-04-25,SED-10,Tarapoto,San Martín,Selva,Después del video,1,1,0,1,778.25,18.13,234,7956.04
2026-04-25,SED-11,Iquitos,Loreto,Selva,Después del video,0,1,1,1,684.68,16.48,21,709.8
2026-04-25,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,1,1,1,936.8,16.86,18,587.13
2026-04-26,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,1020.39,21.92,705,23455.34
2026-04-26,SED-02,Piura,Piura,Costa,Después del video,1,1,0,1,756.85,16.65,287,9948.77
2026-04-26,SED-03,Trujillo,La Libertad,Costa,Después del video,1,1,0,1,717.51,15.43,397,13676.44
2026-04-26,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,1,1,1,668.54,20.61,299,9708.24
2026-04-26,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,1,1,1,920.49,23.18,427,14242.9
2026-04-26,SED-06,Cusco,Cusco,Sierra,Después del video,1,1,1,1,528.72,21.14,417,13518.26
2026-04-26,SED-07,Puno,Puno,Sierra,Después del video,1,1,0,1,633.2,13.31,276,9115.57
2026-04-26,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,1,0,1,592.54,17.91,206,6960.12
2026-04-26,SED-09,Huancayo,Junín,Sierra,Después del video,1,1,1,1,812.95,17.81,281,9285.38
2026-04-26,SED-10,Tarapoto,San Martín,Selva,Después del video,1,1,0,1,740.51,15.9,214,6727.47
2026-04-26,SED-11,Iquitos,Loreto,Selva,Después del video,1,1,1,1,731.09,18.57,257,8938.3
2026-04-26,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,1,0,1,737.98,17.45,18,604.57
2026-04-27,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,860.18,24.45,415,14143.64
2026-04-27,SED-02,Piura,Piura,Costa,Después del video,1,0,0,1,766.42,14.35,249,8190.18
2026-04-27,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,693.86,17.93,237,8454.39
2026-04-27,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,1001.84,18.74,180,6619.25
2026-04-27,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,851.43,14.81,224,7905.6
2026-04-27,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,1,0,615.22,22.64,184,6358.46
2026-04-27,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,922.26,15.99,117,3937.26
2026-04-27,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,1,0,673.19,17.92,90,3152.41
2026-04-27,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,1,762.17,14.27,203,6827.16
2026-04-27,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,920.24,19.88,131,4557.97
2026-04-27,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,0,1,559.96,14.71,143,4751.43
2026-04-27,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,1,854.08,20.83,14,478.68
2026-04-28,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,981.61,26.44,580,19999.59
2026-04-28,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,651.04,17.04,216,7542.72
2026-04-28,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,1,724.21,19.78,254,8334.8
2026-04-28,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,840.28,18.54,169,5980.11
2026-04-28,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,1,0,631.31,14.74,214,7438.1
2026-04-28,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,1,0,737.56,22.71,176,6246.67
2026-04-28,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,589.32,19.64,154,5570.3
2026-04-28,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,485.35,15.21,117,4195.0
2026-04-28,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,761.76,15.55,160,5502.24
2026-04-28,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,0,738.7,17.89,158,5535.25
2026-04-28,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,0,464.23,13.51,117,3997.56
2026-04-28,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,1,727.04,16.95,11,365.59
2026-04-29,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,1131.47,28.38,431,15159.48
2026-04-29,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,725.23,23.51,204,7412.0
2026-04-29,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,669.78,19.61,262,9224.46
2026-04-29,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,1,636.2,18.53,220,7330.61
2026-04-29,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,1,728.94,15.44,285,9569.59
2026-04-29,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,906.82,26.84,323,10568.34
2026-04-29,SED-07,Puno,Puno,Sierra,Después del video,1,0,1,0,1041.37,14.92,140,4904.28
2026-04-29,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,746.95,17.26,108,3837.08
2026-04-29,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,842.54,16.57,121,4482.6
2026-04-29,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,1,668.15,16.48,176,5906.02
2026-04-29,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,1,812.65,17.91,183,6492.11
2026-04-29,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,1,670.66,13.96,13,440.8
2026-04-30,SED-01,Lima,Lima,Costa,Después del video,1,0,0,0,939.36,22.79,381,12991.73
2026-04-30,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,735.65,9.24,205,7336.6
2026-04-30,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,644.7,15.27,199,6711.28
2026-04-30,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,0,615.64,14.37,160,5817.29
2026-04-30,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,1,1,946.93,21.85,248,7854.28
2026-04-30,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,1,535.16,24.22,251,8349.27
2026-04-30,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,1,926.43,20.09,212,6915.95
2026-04-30,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,0,525.59,13.5,133,4912.14
2026-04-30,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,853.88,14.12,160,5898.83
2026-04-30,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,1,0,917.25,15.85,148,5142.23
2026-04-30,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,1,887.11,17.84,138,4747.61
2026-04-30,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,0,808.92,15.24,12,425.01
2026-05-01,SED-01,Lima,Lima,Costa,Después del video,1,0,0,1,894.47,23.49,455,14824.11
2026-05-01,SED-02,Piura,Piura,Costa,Después del video,1,0,0,0,806.96,17.91,201,7140.88
2026-05-01,SED-03,Trujillo,La Libertad,Costa,Después del video,1,0,0,0,619.96,16.91,244,8918.02
2026-05-01,SED-04,Chiclayo,Lambayeque,Costa,Después del video,1,0,0,1,689.36,17.15,229,7798.79
2026-05-01,SED-05,Arequipa,Arequipa,Sierra,Después del video,1,0,0,0,585.18,16.03,237,8332.73
2026-05-01,SED-06,Cusco,Cusco,Sierra,Después del video,1,0,0,0,657.8,19.8,201,7320.66
2026-05-01,SED-07,Puno,Puno,Sierra,Después del video,1,0,0,1,787.97,13.59,192,6338.71
2026-05-01,SED-08,Ayacucho,Ayacucho,Sierra,Después del video,1,0,0,1,594.33,15.06,148,5102.03
2026-05-01,SED-09,Huancayo,Junín,Sierra,Después del video,1,0,0,0,669.02,19.32,155,5593.34
2026-05-01,SED-10,Tarapoto,San Martín,Selva,Después del video,1,0,0,1,726.17,20.46,118,3948.71
2026-05-01,SED-11,Iquitos,Loreto,Selva,Después del video,1,0,1,0,646.99,15.33,122,4481.75
2026-05-01,SED-12,Pucallpa,Ucayali,Selva,Después del video,0,0,1,0,709.1,14.3,11,387.22
2026-05-02,SED-01,Lima,Lima,Costa,Después del video,1,1,0,1,899.09,21.77,646,21854.63
