envio_id,fecha_envio,semana_inicio,sede_id,ciudad,departamento,macrozona,transportista,vehiculo,distancia_km,lluvia_flag,lluvia_mm,minutos_objetivo,minutos_reales,tardanza_flag,bultos,costo_soles
ENV-00862,2026-04-30,2026-04-27,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,100.6,0,0.0,180.8,182.0,0,34,361.55
ENV-00863,2026-04-27,2026-04-27,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,183.7,0,0.0,284.6,297.3,0,40,529.66
ENV-00864,2026-05-02,2026-04-27,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,304.5,0,0.0,435.6,522.3,1,7,644.79
ENV-00865,2026-05-05,2026-05-04,SED-01,Lima,Lima,Costa,Costa Norte,Camión,79.0,0,0.0,167.1,154.3,0,25,294.64
ENV-00866,2026-05-08,2026-05-04,SED-01,Lima,Lima,Costa,Apu Express,Van,98.6,0,0.0,178.2,179.6,0,32,351.64
ENV-00867,2026-05-07,2026-05-04,SED-01,Lima,Lima,Costa,Costa Norte,Van,90.7,0,0.0,168.4,180.8,0,27,322.05
ENV-00868,2026-05-05,2026-05-04,SED-01,Lima,Lima,Costa,Apu Express,Camión,131.6,0,0.0,241.8,267.8,0,26,392.42
ENV-00869,2026-05-08,2026-05-04,SED-01,Lima,Lima,Costa,Río Rápido,Camión,52.4,0,0.0,129.3,129.8,0,10,200.23
ENV-00870,2026-05-06,2026-05-04,SED-01,Lima,Lima,Costa,Río Rápido,Moto,50.7,0,0.0,108.3,125.6,1,31,262.42
ENV-00871,2026-05-10,2026-05-04,SED-01,Lima,Lima,Costa,Apu Express,Van,122.0,0,0.0,207.5,242.2,1,6,313.24
ENV-00872,2026-05-10,2026-05-04,SED-01,Lima,Lima,Costa,Costa Norte,Camión,131.3,0,0.0,241.5,293.7,1,32,410.57
ENV-00873,2026-05-04,2026-05-04,SED-02,Piura,Piura,Costa,Costa Norte,Camión,202.8,0,0.0,342.9,348.9,0,30,532.96
ENV-00874,2026-05-09,2026-05-04,SED-02,Piura,Piura,Costa,Costa Norte,Van,109.9,0,0.0,192.4,193.7,0,12,310.04
ENV-00875,2026-05-06,2026-05-04,SED-02,Piura,Piura,Costa,Apu Express,Van,67.8,0,0.0,139.7,131.1,0,41,324.08
ENV-00876,2026-05-07,2026-05-04,SED-02,Piura,Piura,Costa,Río Rápido,Camión,223.1,0,0.0,371.9,403.3,0,10,507.67
ENV-00877,2026-05-08,2026-05-04,SED-02,Piura,Piura,Costa,Apu Express,Van,50.2,0,0.0,117.8,139.2,1,23,236.67
ENV-00878,2026-05-05,2026-05-04,SED-02,Piura,Piura,Costa,Apu Express,Camión,157.2,0,0.0,278.3,307.3,0,34,463.45
ENV-00879,2026-05-04,2026-05-04,SED-02,Piura,Piura,Costa,Río Rápido,Camión,15.2,0,0.0,76.5,78.9,0,33,204.61
ENV-00880,2026-05-10,2026-05-04,SED-02,Piura,Piura,Costa,Costa Norte,Van,28.6,0,0.0,90.8,91.0,0,26,207.11
ENV-00881,2026-05-10,2026-05-04,SED-03,Trujillo,La Libertad,Costa,Apu Express,Moto,167.8,0,0.0,231.2,238.8,0,27,460.75
ENV-00882,2026-05-08,2026-05-04,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Van,118.5,0,0.0,203.1,212.0,0,27,371.96
ENV-00883,2026-05-06,2026-05-04,SED-03,Trujillo,La Libertad,Costa,Apu Express,Camión,105.3,0,0.0,204.5,191.8,0,18,320.37
ENV-00884,2026-05-06,2026-05-04,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,65.3,0,0.0,147.7,166.0,1,34,297.86
ENV-00885,2026-05-04,2026-05-04,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,162.9,0,0.0,258.6,311.7,1,27,451.88
ENV-00886,2026-05-05,2026-05-04,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,161.5,0,0.0,256.9,277.7,0,19,424.65
ENV-00887,2026-05-09,2026-05-04,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,210.1,0,0.0,317.6,355.7,1,30,546.18
ENV-00888,2026-05-07,2026-05-04,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Van,149.1,0,0.0,241.4,325.3,1,38,461.16
ENV-00889,2026-05-08,2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Camión,49.4,0,0.0,125.2,143.2,1,26,244.52
ENV-00890,2026-05-05,2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Van,91.0,0,0.0,168.8,197.2,1,33,341.11
ENV-00891,2026-05-09,2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Camión,24.7,0,0.0,90.1,116.9,1,11,153.57
ENV-00892,2026-05-06,2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,80.4,0,0.0,155.5,139.0,0,17,272.39
ENV-00893,2026-05-07,2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Van,44.5,0,0.0,110.6,116.3,0,23,226.34
ENV-00894,2026-05-05,2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Van,101.0,0,0.0,181.3,194.3,0,21,321.99
ENV-00895,2026-05-04,2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,251.2,0,0.0,368.9,384.5,0,31,623.17
ENV-00896,2026-05-09,2026-05-04,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Van,93.8,1,10.4,172.3,212.7,1,19,347.78
ENV-00897,2026-05-08,2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,143.6,0,0.0,258.9,351.8,1,5,348.93
ENV-00898,2026-05-05,2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,109.0,0,0.0,209.8,203.5,0,19,330.18
ENV-00899,2026-05-04,2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,91.9,0,0.0,169.8,207.0,1,41,367.45
ENV-00900,2026-05-06,2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,65.6,1,17.3,148.1,176.5,1,21,303.17
ENV-00901,2026-05-08,2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Van,52.9,1,9.2,121.2,174.3,1,17,267.98
ENV-00902,2026-05-04,2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Río Rápido,Camión,38.8,0,0.0,110.1,138.1,1,8,169.62
ENV-00903,2026-05-07,2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,32.4,1,26.2,95.5,147.0,1,21,243.46
ENV-00904,2026-05-04,2026-05-04,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,119.0,0,0.0,203.8,184.1,0,4,301.69
ENV-00905,2026-05-05,2026-05-04,SED-06,Cusco,Cusco,Sierra,Río Rápido,Moto,9.3,0,0.0,64.8,80.7,1,35,200.27
ENV-00906,2026-05-06,2026-05-04,SED-06,Cusco,Cusco,Sierra,Apu Express,Moto,21.3,0,0.0,77.4,87.8,1,19,172.3
ENV-00907,2026-05-06,2026-05-04,SED-06,Cusco,Cusco,Sierra,Costa Norte,Van,104.2,1,15.1,185.2,211.4,1,23,378.85
ENV-00908,2026-05-08,2026-05-04,SED-06,Cusco,Cusco,Sierra,Apu Express,Van,57.2,0,0.0,126.5,145.5,1,23,249.32
ENV-00909,2026-05-06,2026-05-04,SED-06,Cusco,Cusco,Sierra,Costa Norte,Van,23.4,0,0.0,84.2,97.9,1,7,138.81
ENV-00910,2026-05-05,2026-05-04,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,120.3,0,0.0,225.8,260.5,1,33,393.82
ENV-00911,2026-05-07,2026-05-04,SED-06,Cusco,Cusco,Sierra,Costa Norte,Camión,37.2,1,9.4,107.8,129.9,1,41,313.99
ENV-00912,2026-05-09,2026-05-04,SED-06,Cusco,Cusco,Sierra,Apu Express,Van,82.1,0,0.0,157.7,160.9,0,12,260.03
ENV-00913,2026-05-08,2026-05-04,SED-07,Puno,Puno,Sierra,Costa Norte,Camión,77.8,0,0.0,165.5,170.4,0,28,301.89
ENV-00914,2026-05-05,2026-05-04,SED-07,Puno,Puno,Sierra,Costa Norte,Moto,78.3,0,0.0,137.2,155.6,1,25,293.43
ENV-00915,2026-05-08,2026-05-04,SED-07,Puno,Puno,Sierra,Apu Express,Van,127.3,1,9.5,214.1,260.6,1,35,457.67
ENV-00916,2026-05-04,2026-05-04,SED-07,Puno,Puno,Sierra,Apu Express,Moto,17.2,0,0.0,73.0,67.5,0,29,195.79
ENV-00917,2026-05-04,2026-05-04,SED-07,Puno,Puno,Sierra,Costa Norte,Camión,73.0,0,0.0,158.6,194.4,1,33,308.64
ENV-00918,2026-05-04,2026-05-04,SED-07,Puno,Puno,Sierra,Costa Norte,Van,350.6,1,18.4,493.2,787.2,1,23,822.34
ENV-00919,2026-05-06,2026-05-04,SED-07,Puno,Puno,Sierra,Apu Express,Van,103.3,1,3.2,184.1,147.5,0,6,324.51
ENV-00920,2026-05-07,2026-05-04,SED-07,Puno,Puno,Sierra,Apu Express,Camión,69.8,0,0.0,154.1,132.6,0,19,259.53
ENV-00921,2026-05-05,2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Camión,135.2,1,18.1,247.0,220.3,0,39,484.26
ENV-00922,2026-05-07,2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,176.6,0,0.0,275.7,261.5,0,27,476.53
ENV-00923,2026-05-06,2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Van,144.0,1,22.2,235.0,280.2,1,8,403.95
ENV-00924,2026-05-04,2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,166.5,0,0.0,263.1,274.6,0,37,489.38
ENV-00925,2026-05-08,2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Van,144.8,0,0.0,236.0,288.1,1,20,397.68
ENV-00926,2026-05-08,2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,96.4,0,0.0,175.6,213.7,1,30,341.6
ENV-00927,2026-05-08,2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Van,65.9,0,0.0,137.4,127.3,0,14,237.02
ENV-00928,2026-05-10,2026-05-04,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Van,123.2,0,0.0,209.1,269.2,1,23,368.14
ENV-00929,2026-05-07,2026-05-04,SED-09,Huancayo,Junín,Sierra,Costa Norte,Camión,134.1,1,24.8,245.5,328.1,1,13,401.76
ENV-00930,2026-05-09,2026-05-04,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,40.6,0,0.0,105.7,94.6,0,19,206.97
ENV-00931,2026-05-06,2026-05-04,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,115.1,0,0.0,198.8,198.1,0,13,322.42
ENV-00932,2026-05-04,2026-05-04,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,195.8,0,0.0,299.7,316.6,0,38,545.2
ENV-00933,2026-05-07,2026-05-04,SED-09,Huancayo,Junín,Sierra,Río Rápido,Moto,99.1,0,0.0,159.1,142.5,0,7,275.08
ENV-00934,2026-05-09,2026-05-04,SED-09,Huancayo,Junín,Sierra,Costa Norte,Camión,128.1,0,0.0,236.9,219.4,0,4,318.01
ENV-00935,2026-05-05,2026-05-04,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,93.8,0,0.0,172.3,181.1,0,33,346.22
ENV-00936,2026-05-05,2026-05-04,SED-09,Huancayo,Junín,Sierra,Río Rápido,Camión,97.9,0,0.0,194.0,165.1,0,13,291.56
ENV-00937,2026-05-05,2026-05-04,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Moto,100.3,0,0.0,160.3,179.8,1,7,277.19
ENV-00938,2026-05-09,2026-05-04,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Camión,39.7,1,16.5,111.3,131.3,1,39,312.31
ENV-00939,2026-05-06,2026-05-04,SED-10,Tarapoto,San Martín,Selva,Apu Express,Camión,129.3,0,0.0,238.6,234.2,0,25,385.24
ENV-00940,2026-05-07,2026-05-04,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,120.8,1,11.4,206.0,200.7,0,22,405.68
ENV-00941,2026-05-09,2026-05-04,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,84.1,0,0.0,160.1,176.8,0,37,341.03
ENV-00942,2026-05-08,2026-05-04,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,114.8,0,0.0,198.5,136.6,0,9,309.47
ENV-00943,2026-05-04,2026-05-04,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,56.1,1,2.8,125.1,191.5,1,19,279.79
ENV-00944,2026-05-07,2026-05-04,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,79.7,0,0.0,154.7,175.0,1,32,317.7
ENV-00945,2026-05-05,2026-05-04,SED-11,Iquitos,Loreto,Selva,Río Rápido,Camión,96.7,0,0.0,192.3,186.9,0,36,360.7
ENV-00946,2026-05-05,2026-05-04,SED-11,Iquitos,Loreto,Selva,Apu Express,Van,140.2,0,0.0,230.2,218.4,0,31,423.46
ENV-00947,2026-05-05,2026-05-04,SED-11,Iquitos,Loreto,Selva,Apu Express,Van,34.9,0,0.0,98.7,102.9,0,39,258.77
ENV-00948,2026-05-10,2026-05-04,SED-11,Iquitos,Loreto,Selva,Apu Express,Camión,143.3,0,0.0,258.5,255.9,0,4,345.4
ENV-00949,2026-05-07,2026-05-04,SED-11,Iquitos,Loreto,Selva,Apu Express,Moto,30.2,0,0.0,86.7,95.3,0,18,185.22
ENV-00950,2026-05-07,2026-05-04,SED-11,Iquitos,Loreto,Selva,Costa Norte,Camión,69.1,1,10.4,153.2,202.8,1,9,272.34
ENV-00951,2026-05-05,2026-05-04,SED-11,Iquitos,Loreto,Selva,Apu Express,Camión,8.0,0,0.0,66.4,55.6,0,36,201.0
ENV-00952,2026-05-06,2026-05-04,SED-11,Iquitos,Loreto,Selva,Apu Express,Camión,181.0,0,0.0,312.1,339.2,0,9,428.76
ENV-00953,2026-05-09,2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,57.6,0,0.0,127.0,126.3,0,7,200.35
ENV-00954,2026-05-10,2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Van,110.4,0,0.0,193.0,151.6,0,12,310.87
ENV-00955,2026-05-08,2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Van,139.4,0,0.0,229.3,218.9,0,28,412.75
ENV-00956,2026-05-07,2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Camión,135.7,0,0.0,247.7,224.4,0,31,415.43
ENV-00957,2026-05-09,2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Moto,89.9,0,0.0,149.4,149.9,0,6,255.43
ENV-00958,2026-05-08,2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Camión,45.2,0,0.0,119.2,105.1,0,22,224.61
ENV-00959,2026-05-08,2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Moto,126.5,0,0.0,187.9,236.0,1,22,370.97
ENV-00960,2026-05-05,2026-05-04,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Camión,24.5,0,0.0,89.9,92.1,0,24,193.58
ENV-00961,2026-05-12,2026-05-11,SED-01,Lima,Lima,Costa,Apu Express,Van,99.0,1,7.8,178.8,241.5,1,39,419.11
ENV-00962,2026-05-17,2026-05-11,SED-01,Lima,Lima,Costa,Costa Norte,Camión,194.3,0,0.0,330.9,399.7,1,24,499.13
ENV-00963,2026-05-16,2026-05-11,SED-01,Lima,Lima,Costa,Río Rápido,Van,430.0,0,0.0,592.5,970.9,1,29,938.9
ENV-00964,2026-05-16,2026-05-11,SED-01,Lima,Lima,Costa,Apu Express,Van,113.9,0,0.0,197.4,205.5,0,27,363.69
ENV-00965,2026-05-12,2026-05-11,SED-01,Lima,Lima,Costa,Costa Norte,Moto,225.6,0,0.0,291.9,300.5,0,11,515.17
ENV-00966,2026-05-12,2026-05-11,SED-01,Lima,Lima,Costa,Río Rápido,Van,9.0,0,0.0,66.3,76.6,1,14,134.61
ENV-00967,2026-05-17,2026-05-11,SED-01,Lima,Lima,Costa,Apu Express,Van,126.7,0,0.0,213.4,258.2,1,17,355.81
ENV-00968,2026-05-11,2026-05-11,SED-01,Lima,Lima,Costa,Río Rápido,Moto,87.0,0,0.0,146.3,133.8,0,5,247.09
ENV-00969,2026-05-16,2026-05-11,SED-02,Piura,Piura,Costa,Apu Express,Camión,123.8,0,0.0,230.8,287.2,1,33,400.13
ENV-00970,2026-05-11,2026-05-11,SED-02,Piura,Piura,Costa,Apu Express,Van,159.0,0,0.0,253.8,227.7,0,16,410.84
ENV-00971,2026-05-14,2026-05-11,SED-02,Piura,Piura,Costa,Apu Express,Van,83.5,0,0.0,159.4,150.6,0,34,330.76
ENV-00972,2026-05-14,2026-05-11,SED-02,Piura,Piura,Costa,Apu Express,Camión,145.9,0,0.0,262.2,277.8,0,36,449.27
ENV-00973,2026-05-14,2026-05-11,SED-02,Piura,Piura,Costa,Río Rápido,Camión,171.9,0,0.0,299.1,354.9,1,6,403.07
ENV-00974,2026-05-17,2026-05-11,SED-02,Piura,Piura,Costa,Costa Norte,Camión,174.6,0,0.0,302.9,306.1,0,15,435.73
ENV-00975,2026-05-17,2026-05-11,SED-02,Piura,Piura,Costa,Costa Norte,Moto,73.2,0,0.0,131.8,95.2,0,9,234.6
ENV-00976,2026-05-13,2026-05-11,SED-02,Piura,Piura,Costa,Apu Express,Camión,241.4,0,0.0,397.8,343.2,0,29,599.44
ENV-00977,2026-05-14,2026-05-11,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,122.5,0,0.0,228.9,300.6,1,17,348.14
ENV-00978,2026-05-11,2026-05-11,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Van,122.0,0,0.0,207.5,235.1,1,37,409.32
ENV-00979,2026-05-11,2026-05-11,SED-03,Trujillo,La Libertad,Costa,Apu Express,Camión,134.4,0,0.0,245.8,267.6,0,37,431.58
ENV-00980,2026-05-16,2026-05-11,SED-03,Trujillo,La Libertad,Costa,Apu Express,Moto,133.3,0,0.0,195.0,186.9,0,22,383.16
ENV-00981,2026-05-11,2026-05-11,SED-03,Trujillo,La Libertad,Costa,Apu Express,Moto,132.8,0,0.0,194.4,204.3,0,27,397.66
ENV-00982,2026-05-16,2026-05-11,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,218.7,0,0.0,328.3,293.8,0,29,558.52
ENV-00983,2026-05-12,2026-05-11,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,184.3,0,0.0,316.6,322.9,0,38,524.45
ENV-00984,2026-05-13,2026-05-11,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Moto,104.5,0,0.0,164.7,224.4,1,10,294.01
ENV-00985,2026-05-17,2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Moto,11.1,0,0.0,66.6,85.4,1,25,172.41
ENV-00986,2026-05-16,2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Camión,59.7,0,0.0,139.7,162.2,1,19,241.31
ENV-00987,2026-05-14,2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Van,166.0,0,0.0,262.5,233.6,0,25,451.35
ENV-00988,2026-05-11,2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Moto,159.8,0,0.0,222.8,232.0,0,35,471.16
ENV-00989,2026-05-17,2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,47.6,0,0.0,114.5,118.6,0,10,191.72
ENV-00990,2026-05-14,2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Van,134.4,0,0.0,223.0,249.3,0,37,431.66
ENV-00991,2026-05-14,2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Moto,206.9,0,0.0,272.2,269.5,0,28,534.21
ENV-00992,2026-05-14,2026-05-11,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,223.2,0,0.0,334.0,353.0,0,28,563.6
ENV-00993,2026-05-14,2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,59.7,1,19.7,129.6,202.0,1,30,320.38
ENV-00994,2026-05-14,2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Río Rápido,Van,62.4,0,0.0,133.0,130.5,0,7,209.09
ENV-00995,2026-05-17,2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,54.8,0,0.0,123.6,124.1,0,5,189.22
ENV-00996,2026-05-17,2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Van,42.9,0,0.0,108.7,121.8,1,31,248.39
ENV-00997,2026-05-12,2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Moto,121.3,0,0.0,182.4,225.7,1,14,336.78
ENV-00998,2026-05-11,2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,41.4,0,0.0,106.7,108.4,0,31,245.57
ENV-00999,2026-05-11,2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,15.7,0,0.0,74.7,78.3,0,16,152.91
ENV-01000,2026-05-12,2026-05-11,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Moto,180.3,0,0.0,244.3,250.6,0,4,411.89
ENV-01001,2026-05-13,2026-05-11,SED-06,Cusco,Cusco,Sierra,Apu Express,Moto,69.2,0,0.0,127.7,107.1,0,8,224.39
ENV-01002,2026-05-13,2026-05-11,SED-06,Cusco,Cusco,Sierra,Apu Express,Camión,177.2,0,0.0,306.6,311.4,0,18,449.74
ENV-01003,2026-05-16,2026-05-11,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,82.7,0,0.0,172.5,199.2,1,11,257.99
ENV-01004,2026-05-14,2026-05-11,SED-06,Cusco,Cusco,Sierra,Apu Express,Moto,107.4,0,0.0,167.8,177.0,0,37,383.01
ENV-01005,2026-05-11,2026-05-11,SED-06,Cusco,Cusco,Sierra,Río Rápido,Moto,119.2,0,0.0,180.2,162.1,0,16,339.21
ENV-01006,2026-05-15,2026-05-11,SED-06,Cusco,Cusco,Sierra,Río Rápido,Van,59.1,0,0.0,128.8,156.4,1,41,308.43
ENV-01007,2026-05-17,2026-05-11,SED-06,Cusco,Cusco,Sierra,Apu Express,Camión,184.4,0,0.0,316.8,342.0,0,10,437.86
ENV-01008,2026-05-13,2026-05-11,SED-06,Cusco,Cusco,Sierra,Apu Express,Van,212.7,1,4.8,320.9,297.5,0,12,540.11
ENV-01009,2026-05-11,2026-05-11,SED-07,Puno,Puno,Sierra,Costa Norte,Camión,94.2,1,10.5,188.8,254.7,1,6,308.22
ENV-01010,2026-05-17,2026-05-11,SED-07,Puno,Puno,Sierra,Apu Express,Camión,37.8,0,0.0,108.7,99.5,0,23,214.33
ENV-01011,2026-05-17,2026-05-11,SED-07,Puno,Puno,Sierra,Costa Norte,Van,29.9,0,0.0,92.3,98.6,0,13,169.07
ENV-01012,2026-05-13,2026-05-11,SED-07,Puno,Puno,Sierra,Costa Norte,Camión,149.5,0,0.0,267.3,308.0,1,5,359.64
ENV-01013,2026-05-11,2026-05-11,SED-07,Puno,Puno,Sierra,Apu Express,Moto,125.8,0,0.0,187.1,191.4,0,38,419.18
ENV-01014,2026-05-15,2026-05-11,SED-07,Puno,Puno,Sierra,Apu Express,Camión,253.6,1,11.4,415.1,424.9,0,31,672.6
ENV-01015,2026-05-12,2026-05-11,SED-07,Puno,Puno,Sierra,Costa Norte,Van,60.5,0,0.0,130.7,129.2,0,40,307.95
ENV-01016,2026-05-14,2026-05-11,SED-07,Puno,Puno,Sierra,Costa Norte,Moto,106.3,0,0.0,166.7,149.5,0,7,288.12
ENV-01017,2026-05-14,2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,21.4,0,0.0,81.7,76.2,0,25,191.02
ENV-01018,2026-05-13,2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Camión,62.2,0,0.0,143.3,184.3,1,15,233.47
ENV-01019,2026-05-13,2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Van,179.8,0,0.0,279.7,357.2,1,26,479.2
ENV-01020,2026-05-17,2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Van,101.3,0,0.0,181.6,161.6,0,38,375.07
ENV-01021,2026-05-12,2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Moto,81.0,0,0.0,140.0,170.0,1,24,295.15
ENV-01022,2026-05-11,2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Van,136.3,0,0.0,225.4,230.8,0,34,425.82
ENV-01023,2026-05-17,2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Van,243.0,0,0.0,358.8,361.7,0,12,549.65
ENV-01024,2026-05-14,2026-05-11,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Camión,41.6,0,0.0,114.1,109.6,0,29,239.79
ENV-01025,2026-05-11,2026-05-11,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,45.6,0,0.0,112.0,78.6,0,21,222.22
ENV-01026,2026-05-14,2026-05-11,SED-09,Huancayo,Junín,Sierra,Apu Express,Moto,124.2,0,0.0,185.4,156.5,0,10,329.52
ENV-01027,2026-05-12,2026-05-11,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,72.8,1,8.5,145.9,137.0,0,33,353.25
ENV-01028,2026-05-17,2026-05-11,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,79.4,0,0.0,154.2,161.1,0,13,258.16
ENV-01029,2026-05-15,2026-05-11,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,113.5,0,0.0,196.8,186.2,0,13,319.55
ENV-01030,2026-05-14,2026-05-11,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,252.7,0,0.0,370.8,303.4,0,11,563.88
ENV-01031,2026-05-11,2026-05-11,SED-09,Huancayo,Junín,Sierra,Río Rápido,Camión,179.7,0,0.0,310.1,331.7,0,10,429.41
ENV-01032,2026-05-15,2026-05-11,SED-09,Huancayo,Junín,Sierra,Río Rápido,Van,84.5,0,0.0,160.7,182.4,1,38,344.95
ENV-01033,2026-05-16,2026-05-11,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Camión,87.4,0,0.0,179.0,161.9,0,15,278.74
ENV-01034,2026-05-11,2026-05-11,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Camión,168.9,0,0.0,294.9,373.8,1,40,503.05
ENV-01035,2026-05-13,2026-05-11,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,58.2,0,0.0,127.8,115.6,0,29,269.71
ENV-01036,2026-05-15,2026-05-11,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Camión,66.8,1,5.2,149.9,193.1,1,12,277.48
ENV-01037,2026-05-15,2026-05-11,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,72.4,1,6.8,145.5,128.1,0,14,293.78
ENV-01038,2026-05-17,2026-05-11,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Van,80.5,0,0.0,155.7,172.1,0,10,250.94
ENV-01039,2026-05-12,2026-05-11,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Camión,129.4,0,0.0,238.7,219.0,0,11,341.98
ENV-01040,2026-05-11,2026-05-11,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,234.6,0,0.0,348.3,348.9,0,37,612.05
